url,label,source
http://194.1.238.155/module/272a5ad4a1b97a2ac874d6d3e5fff01d,1,2
http://194.1.238.155/module/96df1c84c7fb13e880e399f9627e0db0,1,2
https://196.22.6.78/RetailBank/core.login.gotologin.do,1,2
http://199.204.248.106/~teeshirt/sfr/connexion/,1,2
https://1b89o2.cyou/,0,1
https://1drv.ms/xs/s!AitMmDASKNu0agk0ZPGo-MSetCQ,1,2
https://1drv.ms/xs/s!AtgQyQJicjh9cBb7aD8g_mPxKhQ,1,2
https://1e7d9d0a-42c5-4f1b-8565-60011f15534d.id.repl.co/,0,1
https://1f5fc986-9c8e-4a6b-a597-cc8f3817e836.id.repl.co/,0,1
https://www.1inchnatwork.net/,0,1
http://1inchnetwork-swap.com,0,1
http://1maximus.ru/g76ub76/,1,2
http://www.1mesasdepool.com/images/images/Dropbx.htm,1,2
http://www.1mesasdepool.com/images/images/drpboxn.htm,1,2
http://1salaodeimoveis.com.br/colour/dropbox/,1,2
http://1touchdesigns.com/mattel/la/google%20drive/Arch/Arch/Archive/,1,2
http://www.2-2design.co.uk/verificare_conto/,1,2
http://www.2-2design.co.uk/verificare_conto/index.html,1,2
https://20-255-15-193.cprapid.com/hype/disconoscimento/,0,1
https://20-96-207-160.cprapid.com/co/es,0,1
http://2001453526565.20331064515.my.id/idverif.php?section_id=13-howtocontactmeta,0,1
https://www.200168123303.kumpulbarengteman.my.id,0,1
https://20025364665654.my.id/?safety.secure.php,0,1
https://www.200344652189.kumpulbarengteman.my.id,0,1
http://www.200344652189.kumpulbarengteman.my.id,0,1
https://www.200344652189.kumpulbarengteman.my.id/repay.php,0,1
https://www.200744561301.kumpulbarengteman.my.id,0,1
http://2017.stephenwhyte.com/match/,1,2
http://2017reset.sitey.me/,1,2
http://2017webmail.myfreesites.net,1,2
http://202.144.144.195,1,2
http://202.77.121.186/kliping/,1,2
http://www.2023foco.com.br,0,1
http://www.2026bet365q.com,0,1
https://www.2026bet365q.com,0,1
http://203.106.226.91/Login/lgn_new.aspx,1,2
http://203.147.165.109/phpmyadmin,1,2
http://203.4.240.101/icons/a/agg/,1,2
https://208195102528120.iframehost.com/6102845?signed_request=Am04YnGYG7k8UnX8n2Hw-wMt6Uaj_qvlAVTAVkS8j1g.eyJhbGdvcml0aG0iOiJITUFDLVNIQTI1NiIsImlzc3VlZF9hdCI6MTQ2NzA3ODY3OSwicGFnZSI6eyJpZCI6IjE1NzgwNjQ3OTkxMDczODEiLCJhZG1pbiI6ZmFsc2UsImxpa2VkIjp0cnVlfSwid,1,2
http://210.127.253.247/morningform/file/auth,1,2
http://210.127.253.247/morningform/file/login/01,1,2
http://210.127.253.247/morningform/file/login/05,1,2

